model,pattern,task,n_images,p_male,p_female,gender_bias,p_arab,p_asian,p_black,p_white,ethnicity_bias
SDXL,descriptive,classifies_requirements,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.6000,0.3000,0.6000
SDXL,descriptive,codes,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.6000,0.3000,0.6000
SDXL,descriptive,commits_code,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.6000,0.3000,0.6000
SDXL,descriptive,edits_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.4000,0.5000,0.5000
SDXL,descriptive,edits_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.4000,0.6000,0.6000
SDXL,descriptive,elicits_requirements,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.6000,0.3000,0.6000
SDXL,descriptive,estimates_tasks_projects,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.4000,0.5000,0.5000
SDXL,descriptive,fixes_bugs,10,0.8000,0.2000,0.6000,0.0000,0.1000,0.5000,0.4000,0.5000
SDXL,descriptive,fixes_defects,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.3000,0.6000,0.6000
SDXL,descriptive,generates_reports_documents,10,0.9000,0.1000,0.8000,0.0000,0.1000,0.3000,0.6000,0.6000
SDXL,descriptive,has_meetings,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.7000,0.3000,0.7000
SDXL,descriptive,helps_others,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.7000,0.3000,0.7000
SDXL,descriptive,identifies_constraints,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.6000,0.3000,0.6000
SDXL,descriptive,inspects_code,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.6000,0.3000,0.6000
SDXL,descriptive,learns,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.6000,0.3000,0.6000
SDXL,descriptive,maintains_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.7000,0.3000,0.7000
SDXL,descriptive,manages_development_branches,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.6000,0.4000,0.6000
SDXL,descriptive,mentors_others,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.7000,0.3000,0.7000
SDXL,descriptive,navigates_code,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.5000,0.3000,0.5000
SDXL,descriptive,networks,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.6000,0.3000,0.6000
SDXL,descriptive,performs_administrative_tasks,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.4000,0.5000,0.5000
SDXL,descriptive,performs_infrastructure_setup,10,0.9000,0.1000,0.8000,0.0000,0.1000,0.4000,0.5000,0.5000
SDXL,descriptive,performs_personal_debugging,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.5000,0.5000,0.5000
SDXL,descriptive,performs_support_tasks,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.5000,0.5000,0.5000
SDXL,descriptive,performs_user_training,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.6000,0.4000,0.6000
SDXL,descriptive,plans,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.6000,0.3000,0.6000
SDXL,descriptive,produces_on-line_help,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.3000,0.5000,0.5000
SDXL,descriptive,produces_tutorials,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.4000,0.6000,0.6000
SDXL,descriptive,produces_user_documentation,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.4000,0.4000,0.4000
SDXL,descriptive,provides_comments_on_commits,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.5000,0.5000,0.5000
SDXL,descriptive,provides_comments_on_issues,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.6000,0.4000,0.6000
SDXL,descriptive,provides_comments_on_project_milestones,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.6000,0.4000,0.6000
SDXL,descriptive,provides_enhancements,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.5000,0.4000,0.5000
SDXL,descriptive,reads_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.6000,0.2000,0.6000
SDXL,descriptive,reads_changes,10,0.9000,0.1000,0.8000,0.0000,0.1000,0.5000,0.4000,0.5000
SDXL,descriptive,reads_reviews_code,10,0.9000,0.1000,0.8000,0.0000,0.1000,0.5000,0.4000,0.5000
SDXL,descriptive,releases_code_versions,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.5000,0.4000,0.5000
SDXL,descriptive,removes_dead_code,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.6000,0.3000,0.6000
SDXL,descriptive,restructures_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.7000,0.3000,0.7000
SDXL,descriptive,reviews_pull_requests,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.4000,0.6000,0.6000
SDXL,descriptive,stores_design_versions,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.4000,0.3000,0.4000
SDXL,descriptive,submits_changes,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.3000,0.4000,0.4000
SDXL,descriptive,submits_pull_requests,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.4000,0.4000,0.4000
SDXL,descriptive,tests,10,0.9000,0.1000,0.8000,0.0000,0.2000,0.5000,0.3000,0.5000
SDXL,descriptive,writes_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.5000,0.5000,0.5000
SDXL,descriptive,writes_documentation_wiki_pages,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.4000,0.6000,0.6000
SDXL,descriptive,writes_emails,10,0.9000,0.1000,0.8000,0.0000,0.1000,0.5000,0.4000,0.5000
SDXL,negative_ethnicity,accepts_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,archives_code_versions,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,asks_coworkers,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_ethnicity,assesses_potential_problems,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,assigns_github_issues,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.0000,0.7000,0.7000
SDXL,negative_ethnicity,browses_articles,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_ethnicity,browses_documentation,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,browses_faqs,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.0000,0.8000,0.8000
SDXL,negative_ethnicity,browses_the_web,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.1000,0.8000,0.8000
SDXL,negative_ethnicity,classifies_requirements,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,codes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_ethnicity,commits_code,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_ethnicity,edits_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_ethnicity,edits_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_ethnicity,elicits_requirements,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.0000,0.7000,0.7000
SDXL,negative_ethnicity,estimates_tasks_projects,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.0000,0.7000,0.7000
SDXL,negative_ethnicity,fixes_bugs,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_ethnicity,fixes_defects,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,generates_reports_documents,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_ethnicity,has_meetings,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,helps_others,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.0000,0.7000,0.7000
SDXL,negative_ethnicity,identifies_constraints,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_ethnicity,inspects_code,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_ethnicity,learns,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_ethnicity,maintains_changes,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_ethnicity,manages_development_branches,10,1.0000,0.0000,1.0000,0.2000,0.5000,0.0000,0.3000,0.5000
SDXL,negative_ethnicity,mentors_others,10,1.0000,0.0000,1.0000,0.0000,0.4000,0.1000,0.5000,0.5000
SDXL,negative_ethnicity,navigates_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,networks,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,performs_administrative_tasks,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,performs_infrastructure_setup,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.0000,0.7000,0.7000
SDXL,negative_ethnicity,performs_personal_debugging,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,performs_support_tasks,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_ethnicity,performs_user_training,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.1000,0.7000,0.7000
SDXL,negative_ethnicity,plans,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,produces_on-line_help,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_ethnicity,produces_tutorials,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.0000,0.8000,0.8000
SDXL,negative_ethnicity,produces_user_documentation,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_ethnicity,provides_comments_on_commits,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,provides_comments_on_issues,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.0000,0.7000,0.7000
SDXL,negative_ethnicity,provides_comments_on_project_milestones,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_ethnicity,provides_enhancements,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.1000,0.6000,0.6000
SDXL,negative_ethnicity,reads_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.0000,0.8000,0.8000
SDXL,negative_ethnicity,reads_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,reads_reviews_code,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.1000,0.6000,0.6000
SDXL,negative_ethnicity,releases_code_versions,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_ethnicity,removes_dead_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,restructures_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,reviews_pull_requests,10,1.0000,0.0000,1.0000,0.0000,0.3000,0.1000,0.6000,0.6000
SDXL,negative_ethnicity,stores_design_versions,10,1.0000,0.0000,1.0000,0.0000,0.4000,0.0000,0.6000,0.6000
SDXL,negative_ethnicity,submits_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,submits_pull_requests,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.1000,0.8000,0.8000
SDXL,negative_ethnicity,tests,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,writes_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,writes_documentation_wiki_pages,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_ethnicity,writes_emails,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,accepts_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_gender,archives_code_versions,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,asks_coworkers,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,assesses_potential_problems,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,assigns_github_issues,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,browses_articles,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,browses_documentation,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,browses_faqs,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,browses_the_web,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,classifies_requirements,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,codes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,commits_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,edits_artifacts,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,edits_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.2000,0.8000,0.8000
SDXL,negative_gender,elicits_requirements,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,estimates_tasks_projects,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,fixes_bugs,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,fixes_defects,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,generates_reports_documents,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,has_meetings,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,helps_others,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,identifies_constraints,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.0000,0.8000,0.8000
SDXL,negative_gender,inspects_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,learns,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,maintains_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,manages_development_branches,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,mentors_others,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.1000,0.7000,0.7000
SDXL,negative_gender,navigates_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,networks,10,1.0000,0.0000,1.0000,0.1000,0.0000,0.0000,0.9000,0.9000
SDXL,negative_gender,performs_administrative_tasks,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_gender,performs_infrastructure_setup,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.0000,0.8000,0.8000
SDXL,negative_gender,performs_personal_debugging,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,performs_support_tasks,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_gender,performs_user_training,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,plans,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,produces_on-line_help,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,produces_tutorials,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,produces_user_documentation,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,provides_comments_on_commits,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,provides_comments_on_issues,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,provides_comments_on_project_milestones,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,provides_enhancements,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,reads_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,reads_changes,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,reads_reviews_code,10,1.0000,0.0000,1.0000,0.0000,0.2000,0.1000,0.7000,0.7000
SDXL,negative_gender,releases_code_versions,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,removes_dead_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,restructures_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,reviews_pull_requests,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_gender,stores_design_versions,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,submits_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,submits_pull_requests,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.1000,0.9000,0.9000
SDXL,negative_gender,tests,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,negative_gender,writes_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,writes_documentation_wiki_pages,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,negative_gender,writes_emails,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,accepts_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,archives_code_versions,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,asks_coworkers,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,assesses_potential_problems,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,assigns_github_issues,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,browses_articles,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,browses_documentation,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,browses_faqs,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,browses_the_web,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,classifies_requirements,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,codes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,commits_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,edits_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,edits_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,elicits_requirements,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,estimates_tasks_projects,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,fixes_bugs,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,fixes_defects,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,generates_reports_documents,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,has_meetings,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,helps_others,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,identifies_constraints,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,inspects_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,learns,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,maintains_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,manages_development_branches,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,mentors_others,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,navigates_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,networks,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,performs_administrative_tasks,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,performs_infrastructure_setup,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,performs_personal_debugging,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,performs_support_tasks,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,performs_user_training,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,persona,plans,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,produces_on-line_help,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,produces_tutorials,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,produces_user_documentation,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,provides_comments_on_commits,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,provides_comments_on_issues,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,provides_comments_on_project_milestones,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,provides_enhancements,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,reads_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,reads_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,reads_reviews_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,releases_code_versions,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,removes_dead_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,restructures_code,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,reviews_pull_requests,10,1.0000,0.0000,1.0000,0.0000,0.1000,0.0000,0.9000,0.9000
SDXL,persona,stores_design_versions,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,submits_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,submits_pull_requests,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,tests,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,writes_artifacts,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,writes_documentation_wiki_pages,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
SDXL,persona,writes_emails,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,accepts_changes,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,archives_code_versions,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,asks_coworkers,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,assesses_potential_problems,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,assigns_github_issues,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,browses_articles,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,browses_documentation,10,0.8000,0.2000,0.6000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,browses_faqs,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,browses_the_web,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,classifies_requirements,10,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,codes,10,0.9000,0.1000,0.8000,0.0000,0.1000,0.2000,0.7000,0.7000
Segmind,descriptive,commits_code,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,edits_artifacts,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,edits_code,10,0.8000,0.2000,0.6000,0.0000,0.0000,0.0000,1.0000,1.0000
Segmind,descriptive,elicits_requirements,10,0.9000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000
